,Date,close,MACD^STOCH,CCI^STOCH,MA5&MA10^STOCH,MA5&MA10^MA5&MA15,MA5&MA15^STOCH,MA5&MA15^MA5&MA15,MA5&MA15^MA10&MA15,MA5&MA15^MA10&MA30,MA10&MA15^MACD,MA10&MA15^STOCH,MA10&MA15^MA5&MA30,MA10&MA30^STOCH,MA10&MA30^MA5&MA15,MA15&MA30^STOCH,MA15&MA30^MA5&MA15
388,2012-03-27,18.4734554291,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
389,2012-03-28,18.4734554291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2012-03-29,18.3352508545,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
391,2012-03-30,18.7037982941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,2012-04-02,18.058839798,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
393,2012-04-03,18.058839798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,2012-04-05,18.150976181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,2012-04-06,17.9667034149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,2012-04-09,18.2431144714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,2012-04-10,18.150976181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,2012-04-11,17.9667034149,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
399,2012-04-12,17.7363605499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,2012-04-13,17.5060176849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,2012-04-16,16.3543071747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,2012-04-17,15.4329366684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,2012-04-18,15.5711431503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,2012-04-19,15.9857587814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,2012-04-20,15.2486629486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,2012-04-23,15.2025947571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,2012-04-24,15.6632785797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,2012-04-25,16.2161006927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,2012-04-26,16.2161006927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,2012-04-27,15.8475532532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,2012-04-30,15.8475532532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,2012-05-02,16.3543071747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2012-05-03,16.1700325012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,2012-05-04,17.0914020538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,2012-05-07,16.6767864227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,2012-05-08,16.6767864227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2012-05-09,16.8610591888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,2012-05-10,16.4464435577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,2012-05-11,15.8475532532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2012-05-14,15.0643892288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,2012-05-15,14.9261837006,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,0,-1
422,2012-05-16,14.7419099808,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
423,2012-05-17,14.9722518921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,2012-05-18,14.3733615875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2012-05-21,14.3733615875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,2012-05-22,14.4194307327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,2012-05-23,14.0048151016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,2012-05-24,13.9587459564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,2012-05-25,13.8205413818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,2012-05-28,13.8205413818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,2012-05-29,14.2351570129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,2012-05-30,13.7284040451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,2012-05-31,13.4980611801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,2012-06-01,13.4059238434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,2012-06-04,12.8991708755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,2012-06-05,12.9452400208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,2012-06-06,13.1755819321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,2012-06-07,13.2677192688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,2012-06-08,13.3598556519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,2012-06-11,13.5441303253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,2012-06-12,13.5901975632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,2012-06-13,13.6362667084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,2012-06-14,13.8205413818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,2012-06-15,13.9587459564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,2012-06-18,14.3733615875,-1,-1,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0
446,2012-06-19,14.2812252045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,2012-06-20,14.3272943497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,2012-06-21,14.3272943497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2012-06-22,14.2812252045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,2012-06-25,14.096950531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,2012-06-26,13.9126777649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,2012-06-27,14.3733615875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,2012-06-28,14.2812252045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,2012-06-29,14.8340473175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,2012-07-02,14.8801145554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,2012-07-03,14.8340473175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,2012-07-04,15.0183210373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,2012-07-05,15.2025947571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,2012-07-06,15.110458374,-1,-1,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0
460,2012-07-09,15.0183210373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,2012-07-10,14.9261837006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,2012-07-11,14.8340473175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,2012-07-12,14.8801145554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,2012-07-13,14.8801145554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,2012-07-16,14.9261837006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,2012-07-17,15.2025947571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,2012-07-18,15.0643892288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,2012-07-19,15.110458374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,2012-07-20,15.1565256119,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
470,2012-07-23,14.787979126,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
471,2012-07-24,14.649772644,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1
472,2012-07-25,14.557636261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,2012-07-26,14.4654989243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,2012-07-27,14.7419099808,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
475,2012-07-30,14.787979126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,2012-07-31,15.2025947571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,2012-08-01,15.6632785797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,2012-08-02,15.6632785797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,2012-08-03,15.4329366684,-1,-1,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0
480,2012-08-06,15.9396896362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,2012-08-07,16.0318279266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,2012-08-08,16.1239643097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,2012-08-09,16.4003753662,-1,-1,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0
484,2012-08-10,16.3543071747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,2012-08-13,16.1239643097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,2012-08-14,16.1239643097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,2012-08-15,16.3082370758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,2012-08-16,16.1239643097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,2012-08-17,15.9396896362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,2012-08-20,15.5250740051,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
491,2012-08-21,15.4790058136,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1
492,2012-08-22,15.110458374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,2012-08-23,15.3868694305,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
494,2012-08-24,15.4790058136,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
495,2012-08-27,15.4329366684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,2012-08-28,15.0183210373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,2012-08-29,15.110458374,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
498,2012-08-30,15.0183210373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,2012-08-31,14.7419099808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,2012-09-03,15.2025947571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,2012-09-04,14.8801145554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,2012-09-05,14.6037054062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,2012-09-06,14.557636261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,2012-09-07,14.9261837006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,2012-09-10,15.2025947571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,2012-09-11,14.8340473175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,2012-09-12,14.6958417892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,2012-09-13,14.6037054062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,2012-09-14,14.6958417892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,2012-09-17,15.4790058136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,2012-09-18,15.3408002853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,2012-09-19,15.7093477249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,2012-09-20,15.4329366684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,2012-09-21,15.4329366684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,2012-09-24,15.3868694305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,2012-09-25,14.9261837006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,2012-09-26,14.4654989243,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0
518,2012-09-27,14.3733615875,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1
519,2012-09-28,14.2351570129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,2012-10-01,14.4194307327,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
521,2012-10-02,14.557636261,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
522,2012-10-03,14.3272943497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,2012-10-04,14.3733615875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,2012-10-05,14.2351570129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,2012-10-08,14.2812252045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,2012-10-09,14.2812252045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,2012-10-11,14.1890878677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,2012-10-12,14.096950531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,2012-10-15,14.3733615875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,2012-10-16,14.4654989243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,2012-10-17,14.4194307327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,2012-10-18,14.6037054062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,2012-10-19,14.649772644,-1,-1,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0
534,2012-10-22,14.557636261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,2012-10-23,14.4654989243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,2012-10-24,14.3272943497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,2012-10-25,14.0508832932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,2012-10-26,13.7744722366,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,0,-1
539,2012-10-29,13.9126777649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,2012-10-30,14.0048151016,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
541,2012-10-31,13.8666086197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,2012-11-01,14.649772644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,2012-11-02,14.8340473175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,2012-11-05,15.2025947571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,2012-11-06,15.0183210373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,2012-11-07,15.0183210373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,2012-11-08,15.0183210373,-1,-1,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0
548,2012-11-09,14.9261837006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,2012-11-12,14.8340473175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,2012-11-13,14.2812252045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,2012-11-14,14.2351570129,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
552,2012-11-15,14.2812252045,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,0,-1
553,2012-11-16,14.4654989243,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
554,2012-11-19,14.649772644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,2012-11-20,14.557636261,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
556,2012-11-21,14.096950531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,2012-11-22,14.2812252045,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
558,2012-11-23,14.7419099808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,2012-11-26,15.5250740051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,2012-11-27,15.2947320938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,2012-11-28,15.1565256119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,2012-11-29,15.4329366684,-1,-1,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0
563,2012-11-30,15.7554159164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,2012-12-03,15.8936223984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,2012-12-04,15.8475532532,-1,-1,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0
566,2012-12-05,16.1239643097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,2012-12-06,15.8936223984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,2012-12-07,15.9857587814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,2012-12-10,15.9396896362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,2012-12-11,16.3082370758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,2012-12-12,16.1239643097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,2012-12-13,16.2621707916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,2012-12-14,16.1700325012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,2012-12-17,15.9857587814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,2012-12-18,15.8475532532,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
576,2012-12-19,16.3082370758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,2012-12-20,15.9396896362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,2012-12-21,15.5711431503,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1
579,2012-12-24,15.9396896362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,2012-12-25,16.0778961182,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
581,2012-12-26,16.2621707916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,2012-12-27,16.0778961182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,2012-12-28,15.9857587814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
